entity_id,name,jurisdiction,incorporation_date,entity_type,source,status,description,address
ENT_00160,Offshore Entity 161,British Virgin Islands,2023-12-28,Other,Panama Papers,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"769 Financial District, Bermuda"
ENT_00161,Offshore Entity 162,Panama,2011-12-22,Foundation,Offshore Leaks,Active,This is an offshore entity incorporated in Bermuda for business purposes.,"325 Financial District, Panama"
ENT_00162,Offshore Entity 163,British Virgin Islands,2007-07-18,Company,Paradise Papers,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"1 Financial District, Cayman Islands"
ENT_00163,Offshore Entity 164,Bahamas,2008-10-31,Trust,Offshore Leaks,Active,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"387 Financial District, Bermuda"
ENT_00164,Offshore Entity 165,British Virgin Islands,2012-11-01,Trust,Paradise Papers,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"876 Financial District, Switzerland"
ENT_00165,Offshore Entity 166,Panama,2009-05-07,Company,Pandora Papers,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"868 Financial District, Luxembourg"
ENT_00166,Offshore Entity 167,Bermuda,2020-08-13,Other,Bahamas Leaks,Active,This is an offshore entity incorporated in Malta for business purposes.,"867 Financial District, Monaco"
ENT_00167,Offshore Entity 168,Panama,2008-09-01,Trust,Paradise Papers,Dissolved,This is an offshore entity incorporated in Cayman Islands for business purposes.,"413 Financial District, Monaco"
ENT_00168,Offshore Entity 169,Malta,2005-11-05,Trust,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"467 Financial District, Monaco"
ENT_00169,Offshore Entity 170,Bermuda,2020-09-13,Trust,Bahamas Leaks,Active,This is an offshore entity incorporated in Bermuda for business purposes.,"671 Financial District, Monaco"
ENT_00170,Offshore Entity 171,British Virgin Islands,2011-10-11,Trust,Offshore Leaks,Active,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"745 Financial District, British Virgin Islands"
ENT_00171,Offshore Entity 172,Monaco,2012-07-17,Other,Paradise Papers,Active,This is an offshore entity incorporated in Malta for business purposes.,"536 Financial District, Cyprus"
ENT_00172,Offshore Entity 173,Cayman Islands,2009-06-20,Trust,Paradise Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"29 Financial District, Bahamas"
ENT_00173,Offshore Entity 174,British Virgin Islands,2014-03-29,Trust,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"745 Financial District, British Virgin Islands"
ENT_00174,Offshore Entity 175,Luxembourg,2024-05-03,Other,Offshore Leaks,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"812 Financial District, Malta"
ENT_00175,Offshore Entity 176,British Virgin Islands,2015-07-11,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in Monaco for business purposes.,"846 Financial District, Panama"
ENT_00176,Offshore Entity 177,Panama,2010-10-01,Other,Pandora Papers,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"789 Financial District, Malta"
ENT_00177,Offshore Entity 178,Switzerland,2014-06-12,Foundation,Paradise Papers,Active,This is an offshore entity incorporated in Cayman Islands for business purposes.,"179 Financial District, Bermuda"
ENT_00178,Offshore Entity 179,Cayman Islands,2013-04-26,Company,Pandora Papers,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"827 Financial District, Malta"
ENT_00179,Offshore Entity 180,Monaco,2008-01-11,Foundation,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"792 Financial District, Bermuda"
ENT_00180,Offshore Entity 181,Panama,2021-07-06,Other,Panama Papers,Active,This is an offshore entity incorporated in Malta for business purposes.,"288 Financial District, Monaco"
ENT_00181,Offshore Entity 182,Bahamas,2009-11-07,Foundation,Bahamas Leaks,Active,This is an offshore entity incorporated in Bermuda for business purposes.,"942 Financial District, Switzerland"
ENT_00182,Offshore Entity 183,Cayman Islands,2007-08-03,Other,Panama Papers,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"27 Financial District, Luxembourg"
ENT_00183,Offshore Entity 184,Luxembourg,2021-08-21,Trust,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"994 Financial District, Luxembourg"
ENT_00184,Offshore Entity 185,Cayman Islands,2014-06-21,Other,Paradise Papers,Active,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"585 Financial District, Luxembourg"
ENT_00185,Offshore Entity 186,Luxembourg,2017-08-19,Trust,Pandora Papers,Inactive,This is an offshore entity incorporated in Switzerland for business purposes.,"624 Financial District, Monaco"
ENT_00186,Offshore Entity 187,Monaco,2008-03-28,Foundation,Pandora Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"480 Financial District, Panama"
ENT_00187,Offshore Entity 188,Bermuda,2011-09-27,Other,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"147 Financial District, Malta"
ENT_00188,Offshore Entity 189,Cyprus,2023-10-19,Company,Panama Papers,Active,This is an offshore entity incorporated in Cyprus for business purposes.,"970 Financial District, Bermuda"
ENT_00189,Offshore Entity 190,Cayman Islands,2011-12-09,Trust,Panama Papers,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"16 Financial District, Monaco"
ENT_00190,Offshore Entity 191,Luxembourg,2022-02-21,Trust,Panama Papers,Active,This is an offshore entity incorporated in Malta for business purposes.,"665 Financial District, Monaco"
ENT_00191,Offshore Entity 192,Malta,2011-04-13,Company,Panama Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"995 Financial District, British Virgin Islands"
ENT_00192,Offshore Entity 193,British Virgin Islands,2018-10-22,Trust,Panama Papers,Dissolved,This is an offshore entity incorporated in Switzerland for business purposes.,"886 Financial District, Monaco"
ENT_00193,Offshore Entity 194,Bahamas,2024-02-01,Other,Pandora Papers,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"923 Financial District, Monaco"
ENT_00194,Offshore Entity 195,Cyprus,2015-10-08,Company,Pandora Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"797 Financial District, Malta"
ENT_00195,Offshore Entity 196,Malta,2022-11-01,Trust,Pandora Papers,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"533 Financial District, Bahamas"
ENT_00196,Offshore Entity 197,Cyprus,2019-10-26,Trust,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Cayman Islands for business purposes.,"784 Financial District, Bermuda"
ENT_00197,Offshore Entity 198,Panama,2008-08-24,Foundation,Bahamas Leaks,Active,This is an offshore entity incorporated in Panama for business purposes.,"167 Financial District, Panama"
ENT_00198,Offshore Entity 199,Cayman Islands,2017-10-20,Other,Paradise Papers,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"758 Financial District, British Virgin Islands"
ENT_00199,Offshore Entity 200,British Virgin Islands,2018-09-18,Foundation,Pandora Papers,Inactive,This is an offshore entity incorporated in Cyprus for business purposes.,"681 Financial District, Malta"
ENT_00200,Offshore Entity 201,British Virgin Islands,2017-11-07,Trust,Panama Papers,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"980 Financial District, Malta"
ENT_00201,Offshore Entity 202,Malta,2022-03-31,Trust,Paradise Papers,Dissolved,This is an offshore entity incorporated in Switzerland for business purposes.,"81 Financial District, Bahamas"
ENT_00202,Offshore Entity 203,Luxembourg,2011-12-30,Company,Offshore Leaks,Inactive,This is an offshore entity incorporated in Switzerland for business purposes.,"340 Financial District, Monaco"
ENT_00203,Offshore Entity 204,Luxembourg,2024-03-02,Trust,Pandora Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"472 Financial District, Switzerland"
ENT_00204,Offshore Entity 205,Bahamas,2015-08-25,Other,Pandora Papers,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"93 Financial District, Malta"
ENT_00205,Offshore Entity 206,Cyprus,2018-09-09,Other,Panama Papers,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"937 Financial District, Cayman Islands"
ENT_00206,Offshore Entity 207,Cyprus,2017-06-11,Company,Paradise Papers,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"573 Financial District, Luxembourg"
ENT_00207,Offshore Entity 208,Bahamas,2015-06-22,Trust,Bahamas Leaks,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"190 Financial District, Cayman Islands"
ENT_00208,Offshore Entity 209,British Virgin Islands,2020-08-13,Foundation,Offshore Leaks,Active,This is an offshore entity incorporated in Cayman Islands for business purposes.,"374 Financial District, Panama"
ENT_00209,Offshore Entity 210,Bermuda,2005-08-02,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"599 Financial District, British Virgin Islands"
ENT_00210,Offshore Entity 211,Cyprus,2013-06-16,Trust,Paradise Papers,Active,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"428 Financial District, Panama"
ENT_00211,Offshore Entity 212,Cayman Islands,2020-08-31,Trust,Panama Papers,Dissolved,This is an offshore entity incorporated in Switzerland for business purposes.,"158 Financial District, Panama"
ENT_00212,Offshore Entity 213,Bahamas,2018-05-30,Foundation,Bahamas Leaks,Active,This is an offshore entity incorporated in Malta for business purposes.,"298 Financial District, Monaco"
ENT_00213,Offshore Entity 214,Luxembourg,2006-12-11,Company,Paradise Papers,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"51 Financial District, British Virgin Islands"
ENT_00214,Offshore Entity 215,Cyprus,2015-01-21,Trust,Offshore Leaks,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"707 Financial District, Luxembourg"
ENT_00215,Offshore Entity 216,Malta,2009-09-29,Other,Paradise Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"251 Financial District, Bermuda"
ENT_00216,Offshore Entity 217,Cayman Islands,2019-08-03,Other,Panama Papers,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"446 Financial District, Cyprus"
ENT_00217,Offshore Entity 218,Panama,2007-09-04,Foundation,Pandora Papers,Dissolved,This is an offshore entity incorporated in Bahamas for business purposes.,"69 Financial District, Monaco"
ENT_00218,Offshore Entity 219,Bahamas,2005-08-27,Other,Pandora Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"162 Financial District, Bermuda"
ENT_00219,Offshore Entity 220,British Virgin Islands,2008-05-07,Foundation,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"147 Financial District, Cayman Islands"
ENT_00220,Offshore Entity 221,British Virgin Islands,2006-05-23,Trust,Panama Papers,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"955 Financial District, Bahamas"
ENT_00221,Offshore Entity 222,Malta,2006-09-16,Other,Pandora Papers,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"16 Financial District, Bahamas"
ENT_00222,Offshore Entity 223,Panama,2020-12-07,Foundation,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Panama for business purposes.,"552 Financial District, British Virgin Islands"
ENT_00223,Offshore Entity 224,Bermuda,2011-02-12,Company,Bahamas Leaks,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"727 Financial District, Malta"
ENT_00224,Offshore Entity 225,British Virgin Islands,2020-11-01,Foundation,Paradise Papers,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"914 Financial District, Malta"
ENT_00225,Offshore Entity 226,Panama,2012-03-31,Foundation,Pandora Papers,Active,This is an offshore entity incorporated in Malta for business purposes.,"519 Financial District, Malta"
ENT_00226,Offshore Entity 227,Bermuda,2014-03-05,Company,Pandora Papers,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"827 Financial District, Bahamas"
ENT_00227,Offshore Entity 228,Panama,2020-03-08,Company,Panama Papers,Active,This is an offshore entity incorporated in Malta for business purposes.,"618 Financial District, Luxembourg"
ENT_00228,Offshore Entity 229,Panama,2011-03-30,Other,Pandora Papers,Dissolved,This is an offshore entity incorporated in Bahamas for business purposes.,"127 Financial District, British Virgin Islands"
ENT_00229,Offshore Entity 230,Monaco,2019-02-28,Trust,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Cayman Islands for business purposes.,"320 Financial District, Switzerland"
ENT_00230,Offshore Entity 231,Panama,2020-03-19,Trust,Paradise Papers,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"143 Financial District, Monaco"
ENT_00231,Offshore Entity 232,Bahamas,2006-03-30,Company,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"739 Financial District, Cayman Islands"
ENT_00232,Offshore Entity 233,Monaco,2006-12-03,Other,Panama Papers,Active,This is an offshore entity incorporated in Bermuda for business purposes.,"453 Financial District, Cayman Islands"
ENT_00233,Offshore Entity 234,Malta,2009-07-05,Other,Panama Papers,Active,This is an offshore entity incorporated in Malta for business purposes.,"982 Financial District, Malta"
ENT_00234,Offshore Entity 235,Malta,2016-04-21,Foundation,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"779 Financial District, Switzerland"
ENT_00235,Offshore Entity 236,Switzerland,2016-06-26,Foundation,Paradise Papers,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"94 Financial District, Cayman Islands"
ENT_00236,Offshore Entity 237,Monaco,2023-08-27,Company,Pandora Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"23 Financial District, Cayman Islands"
ENT_00237,Offshore Entity 238,Malta,2014-04-15,Company,Bahamas Leaks,Active,This is an offshore entity incorporated in Bermuda for business purposes.,"471 Financial District, Bahamas"
ENT_00238,Offshore Entity 239,Luxembourg,2016-04-19,Other,Panama Papers,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"731 Financial District, Cyprus"
ENT_00239,Offshore Entity 240,Bahamas,2006-09-29,Foundation,Paradise Papers,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"302 Financial District, Monaco"
ENT_00240,Offshore Entity 241,Cayman Islands,2008-07-01,Trust,Panama Papers,Active,This is an offshore entity incorporated in Monaco for business purposes.,"615 Financial District, Malta"
ENT_00241,Offshore Entity 242,Malta,2008-03-30,Trust,Offshore Leaks,Active,This is an offshore entity incorporated in Monaco for business purposes.,"275 Financial District, Malta"
ENT_00242,Offshore Entity 243,British Virgin Islands,2019-04-28,Trust,Paradise Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"921 Financial District, Cyprus"
ENT_00243,Offshore Entity 244,Bahamas,2009-02-15,Other,Offshore Leaks,Inactive,This is an offshore entity incorporated in Cyprus for business purposes.,"155 Financial District, Luxembourg"
ENT_00244,Offshore Entity 245,Monaco,2019-11-19,Trust,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"708 Financial District, British Virgin Islands"
ENT_00245,Offshore Entity 246,British Virgin Islands,2014-11-06,Other,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Panama for business purposes.,"597 Financial District, Monaco"
ENT_00246,Offshore Entity 247,Malta,2018-11-04,Other,Panama Papers,Active,This is an offshore entity incorporated in Monaco for business purposes.,"54 Financial District, Cyprus"
ENT_00247,Offshore Entity 248,Monaco,2019-07-23,Company,Paradise Papers,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"138 Financial District, Cayman Islands"
ENT_00248,Offshore Entity 249,Panama,2013-10-21,Trust,Offshore Leaks,Active,This is an offshore entity incorporated in Bermuda for business purposes.,"718 Financial District, Cayman Islands"
ENT_00249,Offshore Entity 250,Cyprus,2017-09-20,Trust,Pandora Papers,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"472 Financial District, Malta"
ENT_00250,Offshore Entity 251,Panama,2011-07-20,Foundation,Pandora Papers,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"736 Financial District, Switzerland"
ENT_00251,Offshore Entity 252,Malta,2021-07-07,Foundation,Paradise Papers,Dissolved,This is an offshore entity incorporated in Cayman Islands for business purposes.,"429 Financial District, Panama"
ENT_00252,Offshore Entity 253,Panama,2023-07-28,Foundation,Paradise Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"295 Financial District, Bahamas"
ENT_00253,Offshore Entity 254,Bermuda,2020-07-21,Company,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"3 Financial District, Monaco"
ENT_00254,Offshore Entity 255,Monaco,2013-08-05,Company,Bahamas Leaks,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"851 Financial District, Luxembourg"
ENT_00255,Offshore Entity 256,Panama,2016-04-06,Company,Paradise Papers,Active,This is an offshore entity incorporated in Cayman Islands for business purposes.,"150 Financial District, Cyprus"
ENT_00256,Offshore Entity 257,Bermuda,2018-08-22,Company,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Switzerland for business purposes.,"56 Financial District, Cayman Islands"
ENT_00257,Offshore Entity 258,Monaco,2011-10-29,Trust,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"839 Financial District, Switzerland"
ENT_00258,Offshore Entity 259,Switzerland,2006-10-21,Foundation,Paradise Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"620 Financial District, Luxembourg"
ENT_00259,Offshore Entity 260,Bermuda,2012-02-05,Foundation,Panama Papers,Active,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"314 Financial District, British Virgin Islands"
ENT_00260,Offshore Entity 261,Malta,2023-01-21,Other,Pandora Papers,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"195 Financial District, Bahamas"
ENT_00261,Offshore Entity 262,Malta,2023-04-24,Other,Bahamas Leaks,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"312 Financial District, Cayman Islands"
ENT_00262,Offshore Entity 263,Bahamas,2020-12-28,Company,Bahamas Leaks,Active,This is an offshore entity incorporated in Monaco for business purposes.,"686 Financial District, Panama"
ENT_00263,Offshore Entity 264,Cayman Islands,2013-02-01,Company,Pandora Papers,Active,This is an offshore entity incorporated in Cayman Islands for business purposes.,"269 Financial District, Malta"
ENT_00264,Offshore Entity 265,Malta,2011-06-20,Foundation,Paradise Papers,Inactive,This is an offshore entity incorporated in Cyprus for business purposes.,"274 Financial District, Malta"
ENT_00265,Offshore Entity 266,Switzerland,2020-10-27,Trust,Bahamas Leaks,Active,This is an offshore entity incorporated in Monaco for business purposes.,"802 Financial District, Switzerland"
ENT_00266,Offshore Entity 267,Bermuda,2014-09-15,Company,Offshore Leaks,Active,This is an offshore entity incorporated in Cyprus for business purposes.,"22 Financial District, Cyprus"
ENT_00267,Offshore Entity 268,Malta,2014-01-01,Other,Offshore Leaks,Active,This is an offshore entity incorporated in Malta for business purposes.,"192 Financial District, Malta"
ENT_00268,Offshore Entity 269,Cyprus,2006-06-23,Other,Bahamas Leaks,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"168 Financial District, Monaco"
ENT_00269,Offshore Entity 270,Cayman Islands,2014-02-16,Other,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Bahamas for business purposes.,"531 Financial District, Bermuda"
ENT_00270,Offshore Entity 271,Luxembourg,2021-11-25,Other,Pandora Papers,Active,This is an offshore entity incorporated in Cyprus for business purposes.,"445 Financial District, Bahamas"
ENT_00271,Offshore Entity 272,Switzerland,2018-04-25,Trust,Panama Papers,Inactive,This is an offshore entity incorporated in Monaco for business purposes.,"698 Financial District, Switzerland"
ENT_00272,Offshore Entity 273,Bahamas,2018-06-18,Foundation,Pandora Papers,Active,This is an offshore entity incorporated in Malta for business purposes.,"706 Financial District, Switzerland"
ENT_00273,Offshore Entity 274,Panama,2011-09-15,Other,Offshore Leaks,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"700 Financial District, Malta"
ENT_00274,Offshore Entity 275,Cyprus,2005-08-07,Company,Panama Papers,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"302 Financial District, Luxembourg"
ENT_00275,Offshore Entity 276,Luxembourg,2020-02-04,Company,Offshore Leaks,Active,This is an offshore entity incorporated in Monaco for business purposes.,"755 Financial District, Panama"
ENT_00276,Offshore Entity 277,Monaco,2017-07-21,Foundation,Panama Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"149 Financial District, British Virgin Islands"
ENT_00277,Offshore Entity 278,Luxembourg,2016-12-01,Trust,Offshore Leaks,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"73 Financial District, Bahamas"
ENT_00278,Offshore Entity 279,Bahamas,2019-10-14,Company,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"675 Financial District, Monaco"
ENT_00279,Offshore Entity 280,Cyprus,2009-05-21,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"240 Financial District, Cayman Islands"
ENT_00280,Offshore Entity 281,Monaco,2009-07-26,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"654 Financial District, Switzerland"
ENT_00281,Offshore Entity 282,Cyprus,2021-06-01,Foundation,Offshore Leaks,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"484 Financial District, Switzerland"
ENT_00282,Offshore Entity 283,Panama,2017-08-31,Company,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Bahamas for business purposes.,"804 Financial District, Cayman Islands"
ENT_00283,Offshore Entity 284,Malta,2015-06-07,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"105 Financial District, Bahamas"
ENT_00284,Offshore Entity 285,Bahamas,2017-12-12,Foundation,Offshore Leaks,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"725 Financial District, Malta"
ENT_00285,Offshore Entity 286,Bahamas,2006-08-14,Company,Bahamas Leaks,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"404 Financial District, Malta"
ENT_00286,Offshore Entity 287,Bermuda,2020-10-06,Other,Panama Papers,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"606 Financial District, Bermuda"
ENT_00287,Offshore Entity 288,Bermuda,2019-09-30,Company,Offshore Leaks,Active,This is an offshore entity incorporated in Cyprus for business purposes.,"931 Financial District, Cyprus"
ENT_00288,Offshore Entity 289,Bahamas,2017-05-29,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in Switzerland for business purposes.,"20 Financial District, Bermuda"
ENT_00289,Offshore Entity 290,Bermuda,2016-08-04,Other,Pandora Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"612 Financial District, Cayman Islands"
ENT_00290,Offshore Entity 291,Monaco,2021-02-21,Trust,Panama Papers,Inactive,This is an offshore entity incorporated in Cyprus for business purposes.,"274 Financial District, Panama"
ENT_00291,Offshore Entity 292,Monaco,2023-09-29,Foundation,Pandora Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"608 Financial District, Malta"
ENT_00292,Offshore Entity 293,Panama,2013-07-19,Trust,Paradise Papers,Inactive,This is an offshore entity incorporated in Monaco for business purposes.,"489 Financial District, Cayman Islands"
ENT_00293,Offshore Entity 294,Cyprus,2013-10-25,Trust,Offshore Leaks,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"711 Financial District, Cayman Islands"
ENT_00294,Offshore Entity 295,Luxembourg,2019-01-30,Company,Panama Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"483 Financial District, Switzerland"
ENT_00295,Offshore Entity 296,Malta,2023-06-12,Trust,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"266 Financial District, Monaco"
ENT_00296,Offshore Entity 297,Cyprus,2009-05-27,Other,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"60 Financial District, Switzerland"
ENT_00297,Offshore Entity 298,Malta,2019-07-12,Foundation,Paradise Papers,Inactive,This is an offshore entity incorporated in Bahamas for business purposes.,"573 Financial District, Malta"
ENT_00298,Offshore Entity 299,Luxembourg,2020-09-21,Trust,Pandora Papers,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"836 Financial District, British Virgin Islands"
ENT_00299,Offshore Entity 300,Luxembourg,2011-05-07,Company,Paradise Papers,Dissolved,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"901 Financial District, Panama"
ENT_00300,Offshore Entity 301,Cayman Islands,2006-04-21,Other,Panama Papers,Dissolved,This is an offshore entity incorporated in Bahamas for business purposes.,"990 Financial District, Bermuda"
ENT_00301,Offshore Entity 302,Panama,2017-04-04,Company,Panama Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"500 Financial District, Bermuda"
ENT_00302,Offshore Entity 303,Bahamas,2018-02-26,Other,Paradise Papers,Active,This is an offshore entity incorporated in Cyprus for business purposes.,"911 Financial District, Switzerland"
ENT_00303,Offshore Entity 304,Monaco,2018-03-21,Company,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"42 Financial District, Bermuda"
ENT_00304,Offshore Entity 305,Luxembourg,2014-08-14,Foundation,Offshore Leaks,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"200 Financial District, Switzerland"
ENT_00305,Offshore Entity 306,Cyprus,2015-09-28,Trust,Pandora Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"421 Financial District, Switzerland"
ENT_00306,Offshore Entity 307,Cayman Islands,2021-08-25,Trust,Bahamas Leaks,Active,This is an offshore entity incorporated in Panama for business purposes.,"290 Financial District, British Virgin Islands"
ENT_00307,Offshore Entity 308,Luxembourg,2022-10-13,Trust,Pandora Papers,Inactive,This is an offshore entity incorporated in Switzerland for business purposes.,"579 Financial District, Switzerland"
ENT_00308,Offshore Entity 309,Malta,2007-05-27,Foundation,Offshore Leaks,Active,This is an offshore entity incorporated in Cyprus for business purposes.,"911 Financial District, Bermuda"
ENT_00309,Offshore Entity 310,Monaco,2015-01-27,Foundation,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"232 Financial District, Cyprus"
ENT_00310,Offshore Entity 311,Cayman Islands,2014-10-23,Foundation,Pandora Papers,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"501 Financial District, Cayman Islands"
ENT_00311,Offshore Entity 312,Cayman Islands,2013-05-02,Company,Offshore Leaks,Active,This is an offshore entity incorporated in Panama for business purposes.,"770 Financial District, Bahamas"
ENT_00312,Offshore Entity 313,Monaco,2018-07-31,Foundation,Pandora Papers,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"863 Financial District, Luxembourg"
ENT_00313,Offshore Entity 314,British Virgin Islands,2023-02-17,Other,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"935 Financial District, Switzerland"
ENT_00314,Offshore Entity 315,Bermuda,2009-02-25,Company,Bahamas Leaks,Active,This is an offshore entity incorporated in Panama for business purposes.,"259 Financial District, British Virgin Islands"
ENT_00315,Offshore Entity 316,Bermuda,2015-08-16,Trust,Panama Papers,Dissolved,This is an offshore entity incorporated in Bahamas for business purposes.,"389 Financial District, Switzerland"
ENT_00316,Offshore Entity 317,Cyprus,2007-11-26,Company,Panama Papers,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"876 Financial District, Panama"
ENT_00317,Offshore Entity 318,Malta,2018-02-22,Trust,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Bahamas for business purposes.,"117 Financial District, Cayman Islands"
ENT_00318,Offshore Entity 319,Cyprus,2015-07-14,Company,Panama Papers,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"324 Financial District, Luxembourg"
ENT_00319,Offshore Entity 320,Cyprus,2021-06-15,Other,Paradise Papers,Dissolved,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"648 Financial District, Bermuda"
ENT_00320,Offshore Entity 321,Monaco,2013-05-19,Other,Pandora Papers,Active,This is an offshore entity incorporated in Malta for business purposes.,"75 Financial District, Cyprus"
